ID,model.drug,drug.1,drug.2,drug.3,drug.4,drug.5,drug.6,drug.7,drug.8,drug.9,drug.10,drug.11,drug.12,drug.13,drug.14,drug.15,drug.16,drug.17,drug.18,drug.19,drug.20
ENSORLG00000019793,1.388757788,1.388757788,1.249882009,1.11100623,-1.388757788,-1.249882009,-1.11100623,0,0,1.388757788,1.249882009,-1.215887995,-1.047050296,-1.158105883,-1.277369482,1.303589696,0.849707844,-1.867961118,1.001007328,1.106777717,-0.932719672
ENSORLG00000019881,-1.858450874,-1.300915612,-1.170824051,-1.040732489,1.300915612,1.170824051,1.040732489,1.300915612,1.170824051,0,0,1.492850687,1.220959145,5.513116804,4.972478204,-1.492370043,4.758567849,3.518267656,-1.908186587,0.979427179,-1.010001018
ENSORLG00000019887,10.6097328,10.6097328,9.54875952,8.48778624,-10.6097328,-9.54875952,-8.48778624,0,0,10.6097328,9.54875952,1.281207152,-1.514094845,0.766610063,-1.050429282,-0.979438104,-1.00543918,0.711339664,-6.022027801,1.354343409,-1.188508895
ENSORLG00000019909,-1.407215037,-1.407215037,-1.266493533,-1.12577203,1.407215037,1.266493533,1.12577203,1.407215037,1.266493533,0,0,1.041300426,-1.357057899,1.08238406,-1.898938425,0.711339664,-1.261108928,1.241830048,19.6153155,-1.608115806,1.755624109
ENSORLG00000019947,2.889998816,2.889998816,2.600998934,2.311999053,-2.889998816,-2.600998934,-2.311999053,0,0,2.889998816,2.600998934,-0.750237082,-1.847416909,2.914463815,3.695268763,1.140276278,-1.156122088,0.777531227,-1.65721593,-1.598630035,1.658928432
ENSORLG00000020013,2.231176561,2.231176561,2.008058905,1.784941249,-2.231176561,-2.008058905,-1.784941249,0,0,2.231176561,2.008058905,-1.92952505,-1.765051595,-1.160194013,0.708533379,1.332499166,1.709470703,2.260833498,-1.167560911,1.197264638,-1.598630035
ENSORLG00000020085,3.606117351,3.606117351,3.245505616,2.884893881,-3.606117351,-3.245505616,-2.884893881,0,0,3.606117351,3.245505616,3.734903128,1.521944189,-1.898938425,-3.555518723,-1.053794161,-1.12715594,-1.261108928,-0.954442565,-1.191207844,-0.727697352
ENSORLG00000020198,1.105830821,1.105830821,0.995247739,0.884664657,-1.105830821,-0.995247739,-0.884664657,0,0,1.105830821,0.995247739,0.708224834,-1.09124118,0.708224834,3.695268763,0.737440505,-1.952889373,-3.555518723,3.518267656,-1.679050651,-1.00543918
ENSORLG00000020268,2.260833498,2.260833498,2.034750148,1.808666798,-2.260833498,-2.034750148,-1.808666798,0,0,2.260833498,2.034750148,-1.124242624,4.758567849,-1.050429282,1.334991277,1.393575161,0.988908385,-1.170443544,0.849707844,-1.995716178,-1.160194013
ENSORLG00000020303,1.334991277,1.334991277,1.201492149,1.067993022,-1.334991277,-1.201492149,-1.067993022,0,0,1.334991277,1.201492149,-1.245769546,1.257177001,-0.727697352,-1.053794161,1.519219538,0.862964358,-1.261108928,1.001007328,-2.503122494,-1.285994943
ENSORLG00000020370,1.755624109,1.755624109,1.580061698,1.404499287,-1.755624109,-1.580061698,-1.404499287,0,0,1.755624109,1.580061698,-0.750237082,1.211309939,1.521944189,-1.318283901,1.709470703,7.661778098,-0.976606557,-1.407215037,2.231176561,0.766610063
ENSORLG00000020430,-1.577555909,-1.577555909,-1.419800318,-1.262044727,1.577555909,1.419800318,1.262044727,1.577555909,1.419800318,0,0,-1.158105883,1.277200887,-1.072542902,1.15187696,-1.622740139,-1.55492399,-1.074719715,2.319093777,-1.853388779,1.127299865
ENSORLG00000020464,3.695268763,3.695268763,3.325741887,2.95621501,-3.695268763,-3.325741887,-2.95621501,0,0,3.695268763,3.325741887,1.519219538,-3.694833383,-2.161783778,2.889998816,1.15187696,-1.28060392,-1.161551362,1.705635001,-1.898938425,-2.103990731
ENSORLG00000020473,1.124655097,1.124655097,1.012189587,0.899724078,-1.124655097,-1.012189587,-0.899724078,0,0,1.124655097,1.012189587,-1.161551362,-1.074719715,-1.161551362,-1.869022662,-1.318283901,-0.976606557,1.210335928,-1.261108928,-1.050429282,-0.699434396
ENSORLG00000020621,1.053486436,0.737440505,0.663696455,0.589952404,-0.737440505,-0.663696455,-0.589952404,0,0,0.737440505,0.663696455,-1.053794161,3.518267656,-0.919610572,-1.429686859,1.665732383,1.888139001,-1.743991954,4.745564723,2.172047145,1.300259843
ENSORLG00000020643,-1.004923697,-1.004923697,-0.904431327,-0.803938958,1.004923697,0.904431327,0.803938958,1.004923697,0.904431327,0,0,0.899084358,0.708224834,-4.543443231,-1.479559416,-1.608115806,3.518267656,1.558965403,-1.328010916,-1.847416909,1.207620635
ENSORLG00000020751,1.311698393,1.311698393,1.180528554,1.049358714,-1.311698393,-1.180528554,-1.049358714,0,0,1.311698393,1.180528554,1.330707173,1.311698393,-1.330820768,1.83617044,1.140276278,1.755624109,-1.199212087,0.771130437,1.393575161,-1.154815215
ENSORLG00000020767,-1.479559416,-1.479559416,-1.331603474,-1.183647533,1.479559416,1.331603474,1.183647533,1.479559416,1.331603474,0,0,-1.608115806,-1.285994943,-1.170443544,0.979427179,1.771235496,1.241830048,1.140276278,-1.92952505,1.310133038,1.281207152
Xmrk,-5,2.753458983,2.478113085,2.202767187,-2.753458983,-2.478113085,-2.202767187,0,0,2.753458983,2.478113085,1.822038597,2.260833498,0.708533379,1.519219538,1.044457754,-0.919610572,-1.285994943,1.211309939,-1.00543918,1.300259843
